num	date	startTime	id	userAgent	endTime	duration	quizAttemptN	instrReadingTimes	quickReadingPageN	hiddenCount	hiddenDurations	comments	serious	maximized	problems	gender	age	inView	viewportW	viewportH
31	2022-11-09	18:30:51	60894	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36	18:59:03	28.2086	1	{"0":3.397,"1":10.466,"2":14.829,"3":20.423,"4":35.63,"5":43.113,"6":50.475,"7":54.386,"8":59.035,"9":69.055,"10":72.793,"11":106.768,"12":110.888,"13":115.272,"14":118.144,"15":124.835,"16":124.835}	0	0		n/a	1	1	n/a	M	19	true	1500	1000
29	2022-11-09	18:22:13	60449	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	19:01:05	38.87275	1	{"0":1.252,"1":3.251,"2":5.384,"3":9.967,"4":12.484,"5":20.171,"6":24.717,"7":26.917,"8":28.8,"9":30.367,"10":31.167,"11":71.453,"12":73.216,"13":76.332,"14":77.283,"15":81.418,"16":81.418}	0	0		no	1	1	no	O	19	true	1440	900
33	2022-11-09	18:52:27	60257	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36	19:24:44	32.27535	1	{"0":2.105,"1":3.42,"2":5.987,"3":14.988,"4":17.92,"5":34.821,"6":43.387,"7":50.888,"8":55.105,"9":58.555,"10":60.121,"11":92.025,"12":95.589,"13":101.488,"14":104.254,"15":112.556,"16":112.556}	0	0		no	1	1	No everything ran smoothly. 	M	19	true	1440	900
34	2022-11-09	19:16:17	60262	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15	19:43:39	27.3689	1	{"0":5.481,"1":11.331,"2":19.372,"3":29.254,"4":37.172,"5":49.639,"6":58.676,"7":64.451,"8":68.815,"9":72.787,"10":75.513,"11":108.22,"12":113.044,"13":118.615,"14":121.793,"15":134.003,"16":134.003}	0	0		No.	1	1	I thought all of the directions were concise and easy to follow. 	F	18	true	1440	900
36	2022-11-09	20:16:55	57656	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36	20:56:33	39.62093333333333	1	{"0":2.612,"1":6.056,"2":11.308,"3":15.736,"4":20.641,"5":29.924,"6":36.021,"7":38.822,"8":43.73,"9":45.777,"10":47.032,"11":97.099,"12":99.645,"13":103.751,"14":105.421,"15":112.146,"16":112.146}	0	0		No.	1	1	No.	F	21	true	1440	900
18	2022-11-09	08:16:59	60311	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36	21:16:04	779.0708166666667	1	{"0":45172.826,"1":45178.085,"2":45183.913,"3":45191.186,"4":45201,"5":45208.581,"6":45221.574,"7":45225.661,"8":45230.063,"9":45232.991,"10":45234.239,"11":45274.022,"12":45277.624,"13":45281.681,"14":45284.602,"15":45296.513,"16":45296.513}	0	0		N/A	1	1	No, instructions were clear 	F	18	true	1440	900
38	2022-11-09	20:50:59	60341	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	21:16:52	25.879083333333334	1	{"0":5.453,"1":10.177,"2":14.582,"3":20.844,"4":30.466,"5":52.89,"6":66.645,"7":71.838,"8":76.959,"9":79.778,"10":81.43,"11":132.71,"12":136.713,"13":141.721,"14":145.117,"15":153.666,"16":153.666}	0	1	2.099	no	1	1	No	F	20	true	1440	715
37	2022-11-09	20:46:14	59599	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.5 Safari/605.1.15	21:19:08	32.90855	1	{"0":1.061,"1":3.306,"2":41.643,"3":46.589,"4":49.839,"5":57.85,"6":60.789,"7":62.638,"8":63.714,"9":65.621,"10":66.278,"11":115.851,"12":118.257,"13":121.747,"14":124.177,"15":132.505,"16":132.505}	0	22	4.568,6.311,6.944,2.827,1.249,0.906,12.003,7.717,1.247,2.259,39.712,17.978,19.139,5.078,15.074,5.789,20.526,21.243,7.168,13.52,21.503,2.234	No	0	1	Yes. It was very tough to stay focused. The last couple triangles I just gave up. It was hard to form a base of what was happening. 	M	20	true	1440	900
39	2022-11-09	21:26:46	61065	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	21:56:47	30.012516666666667	1	{"0":1.453,"1":2.613,"2":4.018,"3":8.335,"4":11.206,"5":13.525,"6":16.451,"7":18.23,"8":19.184,"9":19.781,"10":20.388,"11":53.372,"12":55.247,"13":57.747,"14":59.135,"15":65.181,"16":65.181}	0	0		Nope	1	1	Nope	M	20	true	1280	800
42	2022-11-09	21:59:29	60427	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Safari/605.1.15	22:28:30	29.022583333333333	1	{"0":1.676,"1":2.369,"2":2.861,"3":4.436,"4":10.822,"5":17.001,"6":22.627,"7":26.385,"8":28.912,"9":31.673,"10":32.747,"11":72.835,"12":77.125,"13":81.437,"14":83.31,"15":91.909,"16":91.909}	0	0		No	1	1	No	F	19	true	1440	900
41	2022-11-09	21:57:33	61073	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15	22:35:39	38.1018	1	{"0":18.298,"1":29.46,"2":42.411,"3":49.444,"4":56.462,"5":77.788,"6":85.729,"7":89.547,"8":93.297,"9":96.764,"10":98.53,"11":142.952,"12":147.451,"13":162.351,"14":165.366,"15":172.184,"16":172.184}	0	0		Nope!	1	1	No problems completing the task, just sometimes I would get bored.	F	19	true	1440	900
44	2022-11-10	03:24:20	60571	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	04:01:36	37.27223333333333	1	{"0":2.173,"1":4.452,"2":8.587,"3":17.817,"4":22.447,"5":30.249,"6":43.917,"7":49.833,"8":57.211,"9":60.07,"10":61.762,"11":130.834,"12":134.562,"13":138.436,"14":140.62,"15":147.489,"16":147.489}	0	0		There seemed to be some pauses in the animation; they could have been intentional, but they did throw me off. 	1	1	When choosing what is different, I tried to pick the animation I thought I did not previously encounter in the experiment. Some of the tasks were similar and caused me to doubt myself. 	F	20	true	1504	1003
46	2022-11-10	03:55:51	57132	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	04:26:08	30.290733333333332	1	{"0":1.531,"1":2.256,"2":2.983,"3":7.994,"4":9.17,"5":9.661,"6":10.536,"7":11.012,"8":11.909,"9":12.374,"10":12.836,"11":45.283,"12":46.484,"13":47.009,"14":47.579,"15":49.16,"16":49.16}	0	0		No	1	1	It was clear	F	19	true	1440	900
47	2022-11-10	04:04:24	59986	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	06:05:32	121.13388333333333	1	{"0":5228.6,"1":5232.506,"2":5238.354,"3":5245.53,"4":5250.331,"5":5256.677,"6":5262.969,"7":5267.55,"8":5272.278,"9":5275.56,"10":5277.338,"11":5357.097,"12":5361.655,"13":5365.851,"14":5369.172,"15":5376.387,"16":5376.387}	0	0		no	1	1	no	F	19	true	1440	900
48	2022-11-10	07:24:36	1001	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	08:00:00	35.39671666666667	1	{"0":5.26,"1":8.806,"2":63.35,"3":69.193,"4":76.159,"5":93.064,"6":99.848,"7":116.768,"8":120.251,"9":123.141,"10":124.619,"11":168.047,"12":172.91,"13":177.815,"14":180.643,"15":189.019,"16":189.019}	0	0		interesting experiment	1	1	No. Everything is clear.	F	21	true	1792	1120
51	2022-11-10	21:29:01	54051	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	21:57:34	28.53915	1	{"0":3.739,"1":14.829,"2":19.395,"3":24.358,"4":33.058,"5":41.191,"6":67.583,"7":72.887,"8":90.129,"9":95.275,"10":117.488,"11":170.697,"12":174.987,"13":180.762,"14":183.658,"15":195.238,"16":195.238}	0	0		No thank you.	1	1	Everything was clear.	F	21	true	1512	945
52	2022-11-11	01:01:54	60774	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	01:30:02	28.140183333333333	1	{"0":1.941,"1":5.097,"2":11.74,"3":60.975,"4":68.937,"5":77.5,"6":81.017,"7":83.685,"8":85.542,"9":87.958,"10":88.604,"11":124.005,"12":127.007,"13":130.113,"14":131.645,"15":135.861,"16":135.861}	0	0		N/A	1	1	No	F	20	true	1366	768
53	2022-11-11	03:10:54	54393	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	03:41:37	30.7269	1	{"0":1.852,"1":3.77,"2":6.202,"3":10.336,"4":45.986,"5":51.254,"6":55.253,"7":58.17,"8":59.571,"9":61.42,"10":62.588,"11":96.223,"12":99.155,"13":103.122,"14":104.888,"15":111.157,"16":111.157}	0	0		None	1	1	No	F	21	true	1440	900
76	2022-11-12	06:41:03	60759	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36	07:09:20	28.285016666666667	1	{"0":7.088,"1":9.77,"2":13.921,"3":19.038,"4":23.237,"5":32.22,"6":39.637,"7":42.121,"8":42.887,"9":48.57,"10":49.67,"11":103.09,"12":108.103,"13":112.286,"14":114.853,"15":124.503,"16":124.503}	0	0		I had difficult time tell the differences, maybe I just didn't know what I was looking for. 	1	1	NO it was clear	F	23	true	1440	900
77	2022-11-12	18:00:23	60235	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36	18:26:21	25.954766666666668	1	{"0":18.474,"1":21.224,"2":51.09,"3":58.624,"4":63.456,"5":66.924,"6":77.557,"7":81.29,"8":112.269,"9":115.546,"10":116.395,"11":149.99,"12":152.539,"13":156.475,"14":157.491,"15":168.301,"16":168.301}	0	0		N/A	0	1	The procedure was clear. 	M	19	true	1440	900
78	2022-11-12	18:01:47	57458	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36	18:34:52	33.07585	1	{"0":23.476,"1":27.353,"2":29.816,"3":33.637,"4":38.138,"5":44.249,"6":49.166,"7":53.292,"8":55.768,"9":57.535,"10":59.177,"11":96.271,"12":126.299,"13":130.891,"14":134.224,"15":143.513,"16":143.513}	0	0		No	1	1	Everything was clear 	F	20	true	1440	900
81	2022-11-12	20:02:46	61251	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.2 Safari/605.1.15	20:33:27	30.6714	1	{"0":2.621,"1":4.994,"2":6.611,"3":10.838,"4":17.62,"5":21.994,"6":29.337,"7":38.411,"8":104.831,"9":112.073,"10":113.229,"11":146.807,"12":149.98,"13":153.158,"14":154.761,"15":161.865,"16":161.865}	0	0		No	1	1	No it was clear	F	18	true	1728	1080
82	2022-11-12	22:38:56	60428	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36	23:03:23	24.4494	1	{"0":1.261,"1":26.43,"2":29.836,"3":33.42,"4":46.006,"5":56.062,"6":59.881,"7":63.693,"8":67.292,"9":70.323,"10":71.341,"11":111.65,"12":113.834,"13":116.986,"14":118.215,"15":124.217,"16":124.217}	0	0		N/A	1	1	N/A	F	18	true	1440	900
83	2022-11-12	23:27:04	59656	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36	00:07:23	40.32221666666667	1	{"0":4.757,"1":5.84,"2":8.107,"3":12.889,"4":19.739,"5":28.089,"6":32.528,"7":36.124,"8":40.758,"9":42.972,"10":44.216,"11":77.97,"12":80.214,"13":83.808,"14":87.137,"15":95.472,"16":95.472}	0	0		n/a	1	1	no part of the procedure was unclear, I feel that I understood what I was supposed to do.	F	21	true	1440	900
84	2022-11-13	00:24:58	60418	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15	00:52:09	27.17815	1	{"0":11.361,"1":13.598,"2":15.972,"3":20.342,"4":24.195,"5":32.795,"6":37.134,"7":39.674,"8":41.91,"9":43.553,"10":44.269,"11":78.973,"12":81.815,"13":84.766,"14":86.801,"15":93.333,"16":93.333}	0	0		I don’t believe so	1	1	No issues	M	18	true	1470	920
85	2022-11-13	00:40:23	60457	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	01:19:00	38.615633333333335	1	{"0":2.219,"1":4.991,"2":7.369,"3":12.878,"4":19.437,"5":24.147,"6":35.115,"7":46.449,"8":48.958,"9":51.73,"10":53.095,"11":133.163,"12":137.424,"13":141.515,"14":144.765,"15":150.134,"16":150.134}	0	0		no	1	1	no	M	18	true	1536	864
86	2022-11-13	03:08:24	60451	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36	03:36:15	27.843383333333332	1	{"0":2.553,"1":3.718,"2":5.769,"3":7.301,"4":8.952,"5":10.018,"6":11.286,"7":12.851,"8":13.852,"9":16.318,"10":17.435,"11":58.889,"12":61.652,"13":62.301,"14":63.251,"15":64.969,"16":64.969}	0	0		Nope!	1	1	Nope!	F	18	true	1440	900
87	2022-11-13	05:53:00	61243	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	06:21:31	28.5152	1	{"0":4.054,"1":6.346,"2":9.598,"3":13.704,"4":18.821,"5":27.708,"6":36.257,"7":39.509,"8":41.846,"9":44.748,"10":45.932,"11":81.269,"12":86.615,"13":90.682,"14":93.398,"15":100.333,"16":100.333}	0	0		thanks for letting me be part of your study!	1	1	Procedure was clear. My indecision was the hardest part of the task. 	F	20	true	1440	900
88	2022-11-13	18:40:45	61249	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	19:08:06	27.33645	1	{"0":13.243,"1":16.831,"2":19.58,"3":24.119,"4":76.029,"5":82.737,"6":94.069,"7":98.761,"8":100.041,"9":101.614,"10":102.556,"11":146.816,"12":149.328,"13":150.983,"14":152.418,"15":174.422,"16":174.422}	0	0		no	1	1	no	M	20	true	1536	864
91	2022-11-13	22:26:22	61253	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36	22:56:34	30.200833333333332	1	{"0":4.313,"1":23.392,"2":32.247,"3":36.481,"4":42.282,"5":51.161,"6":60.147,"7":65.061,"8":66.635,"9":68.226,"10":69.01,"11":110.857,"12":113.387,"13":121.019,"14":122.9,"15":131.41,"16":131.41}	0	0		Most of my observations in determining which was different had to do with the relationship between the triangles. The bigger triangle was aggressive in many of the animation sequences, while the smaller triangle was often more passive. I saw the two triangles as a couple, where sometimes the bigger triangle was being silly to make the smaller triangle laugh, sometimes being gentle with small triangle, and sometimes irritating small triangle and driving them away.	1	1	no	M	18	true	1440	900
92	2022-11-13	22:34:28	60930	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	23:05:58	31.492933333333333	1	{"0":7.167,"1":11.507,"2":15.55,"3":21.239,"4":36.605,"5":79.829,"6":99.509,"7":105.163,"8":115.252,"9":120.013,"10":123.163,"11":156.777,"12":164.309,"13":179.877,"14":184.603,"15":195.341,"16":195.341}	0	0		nope	1	1	Nope	M	20	true	1536	864
93	2022-11-14	00:56:09	55902	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	01:26:04	29.920716666666667	1	{"0":17.407,"1":21.757,"2":26.807,"3":119.575,"4":129.303,"5":138.622,"6":149.453,"7":155.937,"8":160.103,"9":169.887,"10":173.42,"11":217.474,"12":220.836,"13":226.905,"14":229.836,"15":238.137,"16":238.137}	0	0		NA	1	1	NA	F	22	true	1440	900
94	2022-11-14	01:28:44	60544	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	02:03:05	34.3457	1	{"0":2.016,"1":6.24,"2":8.611,"3":17.087,"4":22.928,"5":92.164,"6":98.406,"7":102.122,"8":105.239,"9":108.631,"10":109.438,"11":164.24,"12":167.506,"13":171.51,"14":173.968,"15":178.669,"16":178.669}	0	2	2.436,0.196	N/A	1	1	No, the procedure was clear and I did not have any problems completing any of the tasks.	M	18	true	1440	900
95	2022-11-14	07:07:02	57357	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Safari/605.1.15	07:31:55	24.881666666666668	1	{"0":3.454,"1":4.329,"2":5.847,"3":8.614,"4":10.764,"5":13.848,"6":16.019,"7":16.905,"8":17.593,"9":18.167,"10":18.88,"11":62.088,"12":64.101,"13":65.2,"14":65.994,"15":72.12,"16":72.12}	0	1	0.371	nope	0	1	nope	F	21	true	1440	900
96	2022-11-14	20:17:45	60635	Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36	20:55:08	37.38413333333333	1	{"0":7.487,"1":12.536,"2":16.613,"3":22.957,"4":46.702,"5":54.908,"6":60.528,"7":64.334,"8":68.82,"9":71.211,"10":72.435,"11":121.191,"12":125.295,"13":142.99,"14":145.191,"15":155.68,"16":155.68}	0	0		No	1	1	The procedure was clear<br />	F	18	true	1440	900
99	2022-11-15	02:04:32	60949	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36	02:41:29	36.951166666666666	1	{"0":405.877,"1":410.939,"2":415.634,"3":421.472,"4":428.571,"5":441.105,"6":505.779,"7":517.387,"8":520.78,"9":526.047,"10":527.128,"11":573.617,"12":577.976,"13":582.743,"14":587.666,"15":613.885,"16":613.885}	0	0		N/A	1	1	N/A	F	18	true	1536	864
